"id","system","bodyName","id64","edsmID","bodyID","type","subType","offset","distanceToArrival","isMainStar","isScoopable","isLandable","age","luminosity","absoluteMagnitude","solarMasses","solarRadius","gravity","earthMasses","radius","surfaceTemperature","surfacePressure","volcanismType","atmosphereType","terraformingState","orbitalPeriod","semiMajorAxis","orbitalEccentricity","orbitalInclination","argOfPeriapsis","rotationalPeriod","rotationalPeriodTidallyLocked","axialTilt","solidComposition","atmosphere","material","missingSkipCount","created_at","updated_at"
40,67,ARIES DARK REGION NN-T C3-12 1 D,756608119651308160,5950217,21,Planet,Rocky body,2,737.097412,,,1,,,,,,0.11829790440382637,0.00292,1002.0454375,178,,No volcanism,No atmosphere,Not terraformable,6.92377097800926,0.009825684236827843,0.000575,-0.084144,252.052887,-6.92388527199074,,-2.984208,"{""Rock"":90.7457,""Metal"":9.2543,""Ice"":0}",,"{""Iron"":19.0945,""Sulphur"":18.5298,""Carbon"":15.5817,""Nickel"":14.4423,""Phosphorus"":9.97564,""Manganese"":7.88585,""Germanium"":5.49666,""Zinc"":5.18918,""Cadmium"":1.48278,""Ruthenium"":1.17921,""Tin"":1.14238}",,2018-11-30 02:06:20,2018-11-30 14:06:37
41,72,ARIES DARK REGION OD-S B4-1 A 3,,1397241,,Planet,High metal content world,2,23.143427,,,1,,,,,,0.04492938929630508,0.000116,324.07703125,309,,Metallic Magma,No atmosphere,Not terraformable,0.7735588469328704,0.000008058627401305652,0.186317,3.788723,76.561203,1.5834331597222222,,0.030496,,,"{""Iron"":21.6,""Nickel"":16.4,""Sulphur"":15.5,""Carbon"":13.1,""Chromium"":9.7,""Phosphorus"":8.4,""Zinc"":5.9,""Vanadium"":5.3,""Cadmium"":1.7,""Niobium"":1.5,""Antimony"":1}",,2018-11-30 02:06:20,2018-11-30 14:06:41
42,73,ARIES DARK REGION OI-T C3-8 1 A,,5857686,,Planet,Rocky body,2,925.739929,,,1,,,,,,0.12133892963013855,0.003156,1028.6151875,177,,No volcanism,No atmosphere,Not terraformable,5.429722945601852,0.007757552982336666,0.000273,0.915632,145.975601,5.4298336226851855,1,0.496751,,,"{""Iron"":20.3765,""Sulphur"":19.7946,""Carbon"":16.6452,""Nickel"":15.4119,""Phosphorus"":10.6566,""Zinc"":5.53757,""Vanadium"":5.00376,""Zirconium"":2.36613,""Cadmium"":1.58233,""Niobium"":1.39262,""Antimony"":1.2328}",,2018-11-30 02:06:20,2018-11-30 14:06:45
43,78,ARIES DARK REGION PY-R B4-1 A 4 A,288233244249761090,5911821,8,Planet,Rocky body,3,374.867554,,,1,,,,,,0.14736983762355704,0.005148,1192.06375,149,,No volcanism,No atmosphere,Not terraformable,16.237298900462964,0.0011707629739679175,,63.316513,243.322388,16.394117476851854,1,0.374326,,,"{""Iron"":21.429,""Sulphur"":18.9224,""Nickel"":16.208,""Carbon"":15.9118,""Phosphorus"":10.187,""Germanium"":5.55291,""Vanadium"":5.26223,""Zirconium"":2.48835,""Niobium"":1.46456,""Molybdenum"":1.3993,""Antimony"":1.1743}",,2018-11-30 02:06:20,2018-11-30 14:06:49
44,89,ARIES DARK REGION VT-R B4-0 A 6,360288640338109760,5815216,10,Planet,High metal content world,2,200.238739,,,1,,,,,,0.26946573043232286,0.022218,1831.4085,192,,No volcanism,No atmosphere,Not terraformable,141.74395833333332,0.40150037135521877,0.000777,-0.32096,41.152603,141.74434027777778,1,-0.036933,"{""Rock"":66.8377,""Metal"":33.1623,""Ice"":0}",,"{""Iron"":22.1827,""Nickel"":16.778,""Sulphur"":15.6581,""Carbon"":13.1669,""Chromium"":9.97628,""Phosphorus"":8.42966,""Vanadium"":5.44729,""Germanium"":4.61894,""Molybdenum"":1.44851,""Yttrium"":1.32494,""Mercury"":0.96868}",,2018-11-30 02:06:20,2018-11-30 14:06:53
45,137,ASSAIPY LD-K D8-71 2 B,,11794287,,Planet,Rocky body,2,1635.209229,,,1,,,,,,0.04427019686391163,0.00016,383.432375,194,,Major Silicate Vapour Geysers,No atmosphere,,0.6534255190277778,0.000010167719085055133,0.096818,-2.726651,246.979568,0.8224147316319445,1,-0.132584,,,"{""Iron"":19.8109,""Sulphur"":19.5109,""Carbon"":16.4066,""Nickel"":14.9842,""Phosphorus"":10.5038,""Manganese"":8.18172,""Zinc"":5.38387,""Arsenic"":2.55649,""Tungsten"":1.08782,""Mercury"":0.865111,""Technetium"":0.708557}",,2018-11-30 02:06:20,2018-11-30 14:06:57
46,140,ATHAIR YO-I D9-272 2 C A,792642892286677630,17771308,22,Planet,Rocky body,3,2855.435303,,,1,,,,,,0.04536246642260793,0.000187,409.50290625,161,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.3125064652083333,0.00001785972445662624,,46.523533,298.568298,0.3244526954976852,1,-0.245477,"{""Rock"":96.8555,""Metal"":3.1445,""Ice"":0}",,"{""Sulphur"":20.1116,""Iron"":17.8918,""Carbon"":16.9118,""Nickel"":13.5326,""Phosphorus"":10.8272,""Chromium"":8.04655,""Zinc"":4.86233,""Vanadium"":4.39361,""Antimony"":1.26493,""Niobium"":1.22281,""Tin"":0.934652}",,2018-11-30 02:06:20,2018-11-30 14:07:01
47,142,BAULOO LX-U E2-17 D 14 B,,11621945,,Planet,Rocky body,3,194613.1875,,,1,,,,,,0.04279732834446371,0.000143,368.6754375,130,,Major Silicate Vapour Geysers,No atmosphere,,0.5122214988425926,0.0000074964344061349,0.13954,4.076609,86.700523,1.0005404550115742,,-0.492581,,,"{""Iron"":19.1603,""Sulphur"":18.4984,""Carbon"":15.5552,""Nickel"":14.4921,""Phosphorus"":9.95871,""Chromium"":8.61702,""Manganese"":7.91301,""Zirconium"":2.22491,""Molybdenum"":1.25116,""Ruthenium"":1.18327,""Tin"":1.14601}",,2018-11-30 02:06:20,2018-11-30 14:07:05
48,143,BLAA EAEC NL-L C9-136 B 5 A,2990427606802243100,17393276,83,Planet,Icy body,3,111818.585938,,,1,,,,,,0.02996702462377066,0.000191,509.1894375,77,,Minor Ammonia Magma,No atmosphere,Not terraformable,4.4964431423611115,0.0016129987871545287,0.001236,0.096092,237.614334,4.496733579282408,1,0.289181,"{""Ice"":82.4698,""Rock"":15.975800000000001,""Metal"":1.5544}",,"{""Sulphur"":27.1405,""Carbon"":22.8224,""Phosphorus"":14.6113,""Iron"":12.2008,""Nickel"":9.2282,""Manganese"":5.03882,""Germanium"":3.54044,""Vanadium"":2.9961,""Cadmium"":0.94745,""Antimony"":0.748711,""Tin"":0.725327}",,2018-11-30 02:06:20,2018-11-30 14:07:09
49,144,BLAA HYPAI CZ-D C13-0 8 B,1909526327937408000,6709768,53,Planet,Rocky body,2,1859.261597,,,1,,,,,,0.11466173557462196,0.002678,974.7215,205,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.4364210792824074,0.000013515563360221009,0.129191,0.986957,96.65062,0.6290473994560185,1,0.21425,,,,,2018-11-30 02:06:20,2018-11-30 14:07:13
50,145,BLAA HYPAI DD-I B26-0 B 4 A,540432642879600900,9431395,15,Planet,Rocky body,3,386.084808,,,1,,,,,,0.13171118744083793,0.003743,1075.18475,478,,Major Silicate Vapour Geysers,No atmosphere,,0.30115980359953703,0.00006010412419593349,,89.589638,95.585686,0.30660452383101855,1,0.188,"{""Rock"":86.18820000000001,""Metal"":13.8118,""Ice"":0}",,"{""Iron"":20.3884,""Sulphur"":18.3232,""Nickel"":15.4209,""Carbon"":15.4079,""Phosphorus"":9.86439,""Manganese"":8.42019,""Germanium"":5.42564,""Zirconium"":2.36751,""Cadmium"":1.58325,""Tellurium"":1.40525,""Niobium"":1.39344}",,2018-11-30 02:06:20,2018-11-30 14:07:17
51,146,BLAA HYPAI DZ-D C13-1 B 6 A,1152921865484180480,9433643,32,Planet,Rocky body,3,552.562256,,,1,,,,,,0.06325494021311398,0.000428,524.6373125,443,,Major Silicate Vapour Geysers,No atmosphere,,0.656742395474537,0.00005650157291978087,,-58.625607,160.718979,0.6644481065509259,1,-0.208724,"{""Rock"":86.00989999999999,""Metal"":13.9901,""Ice"":0}",,"{""Iron"":20.5434,""Sulphur"":18.3643,""Nickel"":15.5382,""Carbon"":15.4425,""Phosphorus"":9.88654,""Manganese"":8.48422,""Zinc"":5.58293,""Arsenic"":2.42388,""Cadmium"":1.59529,""Niobium"":1.40403,""Technetium"":0.734755}",,2018-11-30 02:06:20,2018-11-30 14:07:21
52,147,BLAA HYPAI EU-D C13-0 B 4,684547229292600450,11771939,19,Planet,High metal content world,2,413048.8125,,,1,,,,,,0.1785770784663552,0.006911,1254.706375,235,,No volcanism,No atmosphere,,4.999916449652778,0.00018417934607674867,0.000512,-2.836925,358.236786,5.797376302083333,1,0.195952,"{""Rock"":68.19720000000001,""Metal"":31.802799999999998,""Ice"":0}",,"{""Iron"":22.7191,""Nickel"":17.1837,""Sulphur"":16.3842,""Carbon"":13.7774,""Chromium"":10.2175,""Phosphorus"":8.82054,""Germanium"":4.80008,""Selenium"":2.56427,""Tin"":1.47309,""Tungsten"":1.2475,""Technetium"":0.812569}",,2018-11-30 02:06:20,2018-11-30 14:07:25
53,148,BLAA HYPAI LZ-F B27-0 A 2,396317454803613950,9426862,11,Planet,High metal content world,2,22.914587,,,1,,,,,,0.23076837155032787,0.014241,1584.4065,435,,Minor Metallic Magma,No atmosphere,,0.7124647804513888,0.0000299601623942098,0.059964,-2.465323,103.531143,1.0624376085069445,1,0.111371,"{""Rock"":66.9041,""Metal"":33.0959,""Ice"":0}",,"{""Iron"":22.4448,""Nickel"":16.9763,""Sulphur"":15.8832,""Carbon"":13.3561,""Chromium"":10.0942,""Phosphorus"":8.5508,""Zinc"":6.09966,""Selenium"":2.48585,""Cadmium"":1.74294,""Ruthenium"":1.38611,""Mercury"":0.980128}",,2018-11-30 02:06:20,2018-11-30 14:07:29
54,148,BLAA HYPAI LZ-F B27-0 A 5,540432642879469820,9425033,15,Planet,High metal content world,2,55.758148,,,1,,,,,,0.21568590994252157,0.011714,1486.367625,298,,No volcanism,No atmosphere,,24.52570601851852,0.11164560534082521,0.001055,-0.057077,156.71524,24.525732060185184,1,0.239275,"{""Rock"":66.90390000000001,""Metal"":33.0961,""Ice"":0}",,"{""Iron"":22.151,""Nickel"":16.7541,""Sulphur"":15.6752,""Carbon"":13.1812,""Manganese"":9.14812,""Phosphorus"":8.43883,""Zinc"":6.0198,""Germanium"":4.60113,""Molybdenum"":1.44644,""Ruthenium"":1.36796,""Tungsten"":1.21631}",,2018-11-30 02:06:20,2018-11-30 14:07:29
55,149,BLAA HYPAI OZ-O D6-0 5 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-30 02:06:20,2018-11-30 02:06:20
56,150,BLAA HYPAI OZ-O D6-16 4 C,792634094918684160,9435790,22,Planet,Rocky body,2,1002.02771,,,1,,,,,,0.16708203229967628,0.008007,1396.22225,299,,No volcanism,No atmosphere,,5.989165943287037,0.01150864893961355,0.002326,-0.573188,263.47583,-5.896148003472222,,-1.794574,"{""Rock"":90.6152,""Metal"":9.3848,""Ice"":0}",,"{""Iron"":18.624,""Sulphur"":18.0412,""Carbon"":15.1708,""Nickel"":14.0864,""Phosphorus"":9.7126,""Chromium"":8.37584,""Manganese"":7.69153,""Zinc"":5.06131,""Niobium"":1.27285,""Ruthenium"":1.15015,""Mercury"":0.81328}",,2018-11-30 02:06:20,2018-11-30 14:07:37
57,151,BLAA HYPAI XR-I B26-0 A 3,324259860766013700,16450038,9,Planet,High metal content world,2,61.728725,,,1,,,,,,0.28163254760590184,0.02531,1912.005625,283,,,,,27.262954282407406,0.12371997612931265,0.000228,-0.630031,4.329268,27.26297164351852,1,0.277329,"{""Rock"":67.0839,""Metal"":32.9161,""Ice"":0}",,"{""Iron"":21.8312,""Nickel"":16.5122,""Sulphur"":15.4464,""Carbon"":12.9888,""Chromium"":9.81823,""Phosphorus"":8.31565,""Zinc"":5.93291,""Vanadium"":5.36099,""Niobium"":1.49205,""Ruthenium"":1.34822,""Mercury"":0.953334}",,2018-11-30 02:06:20,2018-11-30 14:07:41
58,152,BLAE DRYE DF-I B57-6 1,180157818513272288,21797588,5,Planet,High metal content world,1,9.825875,,,1,,,,,,0.052861770470677416,0.000186,378.3294375,630,,Major Rocky Magma,No atmosphere,Not terraformable,1.7197139033564814,0.019690946363182426,,-0.000176,110.987411,1.7212013527199075,1,0.024107,"{""Rock"":67.27640000000001,""Metal"":32.723600000000005,""Ice"":0}",,"{""Iron"":20.9932,""Nickel"":15.8784,""Sulphur"":14.9656,""Carbon"":12.5845,""Chromium"":9.44135,""Manganese"":8.66999,""Phosphorus"":8.05681,""Vanadium"":5.1552,""Cadmium"":1.63022,""Molybdenum"":1.37084,""Yttrium"":1.2539}",,2018-11-30 02:06:20,2018-11-30 14:07:45
59,153,BLAE EORK IF-G C27-13 A 1,180147656922633440,5748806,5,Planet,High metal content world,2,296.179108,,,1,,,,,,0.19119786832946428,0.008206,1321.32225,279,,No volcanism,No atmosphere,Not terraformable,183.81800925925927,0.593249701648327,0.000623,-0.000137,132.457581,0.9752506510416666,,-0.14093,"{""Rock"":66.5092,""Metal"":33.4908,""Ice"":0}",,"{""Iron"":22.7249,""Nickel"":17.1881,""Sulphur"":15.8656,""Carbon"":13.3413,""Manganese"":9.38514,""Phosphorus"":8.54134,""Zinc"":6.17577,""Arsenic"":2.10271,""Cadmium"":1.76469,""Niobium"":1.55312,""Yttrium"":1.35733}",,2018-11-30 02:06:20,2018-11-30 14:07:49
60,154,BLAE EORK QU-D D13-3 3,144115303444335232,4792598,4,Planet,High metal content world,1,629.434998,,,1,,,,,,0.2993244142331538,0.030247,2027.47075,234,,No volcanism,No atmosphere,Not terraformable,492.08935185185186,1.2613714062976966,0.000019,0.001804,44.176064,1.2731523075810185,,0.083678,"{""Rock"":67.3621,""Metal"":32.637899999999995,""Ice"":0}",,"{""Iron"":22.7176,""Nickel"":17.1826,""Sulphur"":16.2567,""Carbon"":13.6702,""Chromium"":10.2169,""Phosphorus"":8.75189,""Germanium"":4.79687,""Arsenic"":2.14523,""Cadmium"":1.76413,""Molybdenum"":1.48345,""Antimony"":1.01442}",,2018-11-30 02:06:20,2018-11-30 14:07:53
61,154,BLAE EORK QU-D D13-3 A 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-30 02:06:20,2018-11-30 02:06:20
62,155,BLAE EORK RK-C D14-15 7 A,,10397884,,Planet,Rocky body,2,1437.718262,,,1,,,,,,0.09871772676911021,0.001724,842.86025,415,,Metallic Magma,No atmosphere,,0.9547687897916667,0.004118983974281928,0.001279,-2.743315,226.86409,0.9272699652777778,1,0.189378,,,"{""Iron"":18.5052,""Sulphur"":18.1093,""Carbon"":15.228,""Nickel"":13.9965,""Phosphorus"":9.74924,""Chromium"":8.32238,""Manganese"":7.64244,""Germanium"":5.32734,""Cadmium"":1.43701,""Molybdenum"":1.20838,""Polonium"":0.474223}",,2018-11-30 02:06:20,2018-11-30 14:07:57
63,155,BLAE EORK RK-C D14-15 8 C,,10398331,,Planet,Rocky body,2,2240.625732,,,1,,,,,,0.08888070053412947,0.001263,760.2955625,219,,Major Silicate Vapour Geysers,No atmosphere,,0.4012629304166666,0.00001260071327338752,0.034411,6.378439,45.945232,0.5305720576504629,1,-0.393095,,,"{""Iron"":18.3288,""Sulphur"":17.9367,""Carbon"":15.0829,""Nickel"":13.8632,""Phosphorus"":9.65636,""Chromium"":8.24309,""Manganese"":7.56963,""Germanium"":5.27658,""Cadmium"":1.42332,""Tellurium"":1.36665,""Niobium"":1.25268}",,2018-11-30 02:06:20,2018-11-30 14:07:57
64,156,BLAE EORK RU-D D13-17 1 A,108086987478485616,6555743,3,Planet,Rocky body,2,862.664001,,,1,,,,,,0.12258657787455388,0.003255,1039.2943125,294,,Minor Silicate Vapour Geysers,No atmosphere,Not terraformable,1.4780976020023149,0.004117421599103014,0.000092,-0.122126,84.007111,1.4095250108564816,1,0.41401,"{""Rock"":91.0274,""Metal"":8.9726,""Ice"":0}",,"{""Iron"":19.4042,""Sulphur"":18.8922,""Carbon"":15.8864,""Nickel"":14.6765,""Phosphorus"":10.1707,""Manganese"":8.01375,""Zinc"":5.27334,""Vanadium"":4.765,""Molybdenum"":1.26708,""Tin"":1.15232,""Polonium"":0.498415}",,2018-11-30 02:06:20,2018-11-30 14:08:01
65,157,BLAE EORK RU-D D13-20 5 A,864691827955944060,13598679,24,Planet,Rocky body,2,951.127686,,,1,,,,,,0.20772744540730323,0.015204,1725.506125,355,,Minor Metallic Magma,No atmosphere,,1.3296415653935185,0.004537518701461036,0.001856,0.075454,168.144333,1.3296782769097222,1,0.122251,"{""Rock"":91.2751,""Metal"":8.7249,""Ice"":0}",,"{""Iron"":20.2036,""Sulphur"":19.9601,""Carbon"":16.7844,""Nickel"":15.2812,""Phosphorus"":10.7457,""Zinc"":5.49058,""Vanadium"":4.9613,""Selenium"":3.12393,""Molybdenum"":1.31928,""Ruthenium"":1.2477,""Mercury"":0.882258}",,2018-11-30 02:06:20,2018-11-30 14:08:05
66,157,BLAE EORK RU-D D13-20 5 D,972778219012835970,8794790,27,Planet,Rocky body,2,947.665039,,,1,,,,,,0.19836139494649407,0.013305,1651.8225,296,,No volcanism,No atmosphere,,19.022421875,0.026740687773706393,0.001117,-0.076442,348.63031,19.022948495370372,1,0.283796,"{""Rock"":91.2751,""Metal"":8.7249,""Ice"":0}",,"{""Iron"":18.9722,""Sulphur"":18.7436,""Carbon"":15.7614,""Nickel"":14.3498,""Phosphorus"":10.0907,""Chromium"":8.53243,""Germanium"":5.53774,""Vanadium"":4.65891,""Ruthenium"":1.17166,""Tin"":1.1398,""Tungsten"":1.04176}",,2018-11-30 02:06:20,2018-11-30 14:08:05
67,157,BLAE EORK RU-D D13-20 7 A,1693354159392115200,13598691,47,Planet,Rocky body,2,2504.307373,,,1,,,,,,0.2231703312433922,0.01848,1835.343125,285,,Metallic Magma,No atmosphere,,0.9438953993055555,0.0037481406210950834,0.000252,0.009079,168.686737,-0.9101981156018519,,2.252537,"{""Rock"":90.4721,""Metal"":9.5279,""Ice"":0}",,"{""Iron"":20.297,""Sulphur"":19.7364,""Carbon"":16.5963,""Nickel"":15.3518,""Phosphorus"":10.6252,""Germanium"":5.83106,""Zinc"":5.51597,""Arsenic"":2.60773,""Niobium"":1.38719,""Molybdenum"":1.32538,""Technetium"":0.725942}",,2018-11-30 02:06:20,2018-11-30 14:08:05
68,158,BLAE EORK UL-J B56-1 A 2,252204565879532000,10381837,7,Planet,High metal content world,2,61.947266,,,1,,,,,,0.16255827510590237,0.005189,1139.519625,283,,Major Rocky Magma,No atmosphere,,1.2383460829050927,0.000032126844302737794,0.149139,-8.705567,64.212067,1.8195440899884259,1,0.201323,"{""Rock"":67.4379,""Metal"":32.5621,""Ice"":0}",,"{""Iron"":22.7389,""Nickel"":17.1988,""Sulphur"":16.2766,""Carbon"":13.687,""Manganese"":9.39095,""Phosphorus"":8.76263,""Vanadium"":5.5839,""Zirconium"":2.64046,""Molybdenum"":1.48484,""Tellurium"":1.24292,""Mercury"":0.992972}",,2018-11-30 02:06:20,2018-11-30 14:08:09
69,158,BLAE EORK UL-J B56-1 A 3,288233362898496000,10381817,8,Planet,High metal content world,2,61.918758,,,1,,,,,,0.15455048181643172,0.004477,1085.532625,283,,No volcanism,No atmosphere,,1.2383460829050927,0.000037233170324796606,0.149139,-8.705567,244.212067,1.6901752387152778,1,0.143982,"{""Rock"":67.4379,""Metal"":32.5621,""Ice"":0}",,"{""Iron"":22.4261,""Nickel"":16.9621,""Sulphur"":16.0527,""Carbon"":13.4986,""Chromium"":10.0857,""Phosphorus"":8.64205,""Zinc"":6.09456,""Selenium"":2.51238,""Molybdenum"":1.46441,""Tin"":1.45929,""Technetium"":0.80209}",,2018-11-30 02:06:20,2018-11-30 14:08:09
70,159,BLAE HYPUE SW-E B28-1 1 B,324262058983831810,9448368,9,Planet,Icy body,2,106.182205,,,1,,,,,,0.0873439539913698,0.004725,1483.436625,215,,Major Water Geysers,No atmosphere,,1.5128552698263888,0.0027183013641650716,0.000305,-0.69186,38.898994,1.5129141348379629,1,-0.504498,"{""Ice"":85.0651,""Rock"":13.602900000000002,""Metal"":1.3321}",,"{""Sulphur"":27.1758,""Carbon"":22.852,""Phosphorus"":14.6303,""Iron"":11.6805,""Nickel"":8.83461,""Manganese"":4.82391,""Selenium"":4.25324,""Germanium"":3.36771,""Cadmium"":0.907041,""Molybdenum"":0.762727,""Antimony"":0.712184}",,2018-11-30 02:06:20,2018-11-30 14:08:13
71,160,BLAU AED GW-T D4-9 A 4 B A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-30 02:06:20,2018-11-30 02:06:20
72,161,BLEETHOAE CM-C D13-208 7 A,1981590992976713730,19018280,55,Planet,Icy body,2,3680.313965,,,1,,,,,,0.03093562131895073,0.000212,527.98675,83,,Major Water Geysers,No atmosphere,Not terraformable,1.7389849175347223,0.0016119388790204218,0.000122,0.031678,337.218201,1.648150679976852,1,-0.221179,"{""Ice"":82.5225,""Rock"":15.9298,""Metal"":1.5476}",,"{""Sulphur"":26.7218,""Carbon"":22.4703,""Phosphorus"":14.3859,""Iron"":11.948,""Nickel"":9.03693,""Chromium"":5.37339,""Manganese"":4.93438,""Germanium"":3.46786,""Tin"":0.712433,""Mercury"":0.521747,""Technetium"":0.42733}",,2018-11-30 02:06:20,2018-11-30 14:08:21
73,162,BLEIA DRYIAE MA-M B54-8 B 1 A,396335024174411200,22487116,11,Planet,Rocky body,3,473.610046,,,1,,,,,,0.16484173609166947,0.007208,1333.7005,362,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.21365810818287037,0.000045728541910322795,,-60.327168,62.874813,0.22244809751157407,1,0.389934,"{""Rock"":86.1296,""Metal"":13.8704,""Ice"":0}",,"{""Iron"":20.536,""Sulphur"":18.3586,""Nickel"":15.5326,""Carbon"":15.4377,""Phosphorus"":9.88345,""Manganese"":8.48116,""Germanium"":5.43295,""Selenium"":2.87327,""Molybdenum"":1.34099,""Yttrium"":1.22659,""Mercury"":0.896773}",,2018-11-30 02:06:20,2018-11-30 14:08:25
74,163,BLEIA DRYIAE UP-F B44-1 C 1,1116895571927838080,22461892,31,Planet,High metal content world,2,257659.875,,,1,,,,,,0.060378547066822275,0.000275,430.4369375,165,,Major Rocky Magma,No atmosphere,Not terraformable,1.9675415943287038,0.010427188413183745,0.00126,0.078463,110.534508,1.9202750651041667,1,-0.350016,"{""Rock"":66.86800000000001,""Metal"":33.132,""Ice"":0}",,"{""Iron"":24.4199,""Nickel"":18.4702,""Sulphur"":17.1511,""Carbon"":14.4223,""Phosphorus"":9.23338,""Zinc"":6.63641,""Selenium"":2.68428,""Arsenic"":2.28122,""Niobium"":1.66897,""Tin"":1.57379,""Yttrium"":1.45857}",,2018-11-30 02:06:20,2018-11-30 14:08:29
75,164,BLO AESCS UL-L B41-1 C 4 A,648521122638870910,16997804,18,Planet,Rocky body,3,31346.083984,,,1,,,,,,0.066896195958057,0.000505,554.15275,204,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.5461663140162036,0.00003763523152873325,,-43.481899,46.878807,0.5644253200925926,1,0.061431,"{""Rock"":85.9988,""Metal"":14.001199999999999,""Ice"":0}",,"{""Iron"":20.4597,""Sulphur"":18.2586,""Nickel"":15.4749,""Carbon"":15.3536,""Phosphorus"":9.82962,""Manganese"":8.44966,""Zinc"":5.56019,""Arsenic"":2.42548,""Cadmium"":1.58879,""Molybdenum"":1.33601,""Ruthenium"":1.26352}",,2018-11-30 02:06:20,2018-11-30 14:08:33
76,165,BLO AESCS YY-A D80 1 C A,360290727969771010,17353028,10,Planet,Rocky body,3,1203.577881,,,1,,,,,,0.05230341971952054,0.000285,470.80590625,277,,Minor Metallic Magma,No atmosphere,Not terraformable,1.1160092954282408,0.000058695447728722254,,-35.543903,257.873962,1.1387470160648148,1,0.440229,"{""Rock"":96.82600000000001,""Metal"":3.174,""Ice"":0}",,"{""Sulphur"":20.7058,""Iron"":18.4487,""Carbon"":17.4114,""Nickel"":13.9538,""Phosphorus"":11.1471,""Chromium"":8.29698,""Zinc"":5.01366,""Zirconium"":2.14227,""Niobium"":1.26087,""Molybdenum"":1.20469,""Polonium"":0.414834}",,2018-11-30 02:06:20,2018-11-30 14:08:37
77,166,BLU EUQ BM-C D13-24 AB 1 A,216173617375972224,16384991,6,Planet,Metal-rich body,3,97.622543,,,1,,,,,,0.21047922642921463,0.003141,779.1370625,1104,,Metallic Magma,No atmosphere,Not terraformable,1.3127978515625,0.00021008372547644824,,43.180584,253.781143,1.3215117730092594,1,-0.248057,"{""Metal"":100,""Ice"":0,""Rock"":0}",,"{""Iron"":41.7165,""Nickel"":31.5526,""Zinc"":11.337,""Zirconium"":4.84415,""Cadmium"":3.23948,""Tin"":2.77306,""Ruthenium"":2.57626,""Germanium"":1.96085}",,2018-11-30 02:06:20,2018-11-30 14:08:41
78,166,BLU EUQ BM-C D13-24 ABC 1 C A,720576775641467780,16321489,20,Planet,Rocky body,4,1997.053101,,,1,,,,,,0.06054834007590334,0.00044,543.7005,210,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.3821236617476852,0.0000445562123899936,,-8.645924,123.457443,0.38528749819444447,1,-0.278315,"{""Rock"":96.78020000000001,""Metal"":3.2197999999999998,""Ice"":0}",,"{""Sulphur"":19.8109,""Iron"":17.604,""Carbon"":16.6589,""Nickel"":13.3149,""Phosphorus"":10.6653,""Chromium"":7.91711,""Germanium"":5.87574,""Zinc"":4.78411,""Antimony"":1.24257,""Niobium"":1.20314,""Tin"":0.923157}",,2018-11-30 02:06:20,2018-11-30 14:08:41
