id,systemName,region
2761,OMEGA SECTOR VE-Q B5-15,18
2762,OMEGA SECTOR VJ-Q B5-6,18
2763,OMEGA SECTOR WP-O B6-2,18
2764,OMEGA SECTOR WW-H A11-0,18
2765,OMEGA SECTOR YK-O B6-9,18
2766,ONGAIHN EC-D D12-473,2
2767,ONGAIHN IO-Z D13-7146,
2768,ONGAIHN WX-S B58-145,2
2769,OOB AIRG HX-L D7-1,
2770,OOCHORRS CW-N D6-0,34
2771,OOCHORRS CY-G B2-0,34
2772,OOCHORRS FO-C C15-0,34
2773,OOCHORRS HX-B C16-0,34
2774,OOCHORRS JA-I C12-1,34
2775,OOCHORRS KF-D D13-5,18
2776,OOCHORRS MU-M D8-14,34
2777,OOCHORRS NF-L D9-12,34
2778,OOCHORRS SY-Z C16-2,34
2779,OOCHOST AH-J D10-4,34
2780,OOCHOST AO-C B19-0,34
2781,OOCHOST BH-J D10-0,34
2782,OOCHOST BY-B C16-1,34
2783,OOCHOST IZ-R C20-0,34
2784,OOCHOST JN-O C21-0,34
2785,OOCHOST LN-S E4-2,34
2786,OOCHOST NO-N B54-1,18
2787,OOCHOST OQ-I B43-0,
2788,OOCHOST VT-Z D13-0,18
2789,OOCHOXT EM-G B16-0,34
2790,OOCHOXT GY-F D12-12,18
2791,OOCHOXT PI-N B12-0,34
2792,OOCHOXT WQ-T D4-3,34
2793,OOSCS PHLAI RS-U D2-3,
2794,OOTOFF MJ-X C2-2,
2795,ORION DARK REGION CL-Y D15,18
2796,ORION DARK REGION CL-Y E5,
2797,ORION DARK REGION CL-Y E6,
2798,ORION DARK REGION EG-Y D6,18
2799,ORION DARK REGION FG-Y D11,18
2800,ORION DARK REGION GW-W C1-9,
2801,ORION DARK REGION KC-V C2-3,
2802,ORION DARK REGION KC-V C2-7,
2803,ORION DARK REGION KC-V C2-8,
2804,ORION DARK REGION KS-T C3-9,
2805,ORION SECTOR XJ-A D13,
2806,ORION SECTOR ZE-A D15,18
2807,ORISHPUCHO,18
2808,OUTOPPS EB-N D7-1,34
2809,OUTOPPS ED-G B38-0,34
2810,OUTOPPS JN-P C20-0,34
2811,OUTOPPS KH-L D8-2,34
2812,OUTOPPS KS-S C17-1,34
2813,OUTOPPS ML-S C18-0,34
2814,OUTOPPS PX-S C17-1,34
2815,OUTOPPS RQ-L C21-0,34
2816,OUTOPPS VJ-I D9-6,34
2817,OUTOPPS ZF-N D7-0,
2818,OUTORDY JB-O D6-4,33
2819,OUTORDY MB-V C16-1,33
2820,OUTORDY VD-V B57-0,18
2821,OUTORDY ZD-Q C19-0,33
2822,OUTORST AM-D D12-7,
2823,OUTORST CV-W B57-0,18
2824,OUTORST DF-C C27-1,18
2825,OUTORST DF-L C22-0,33
2826,OUTORST EN-R C18-1,33
2827,OUTORST GQ-G D10-28,33
2828,OUTORST GY-R B46-0,33
2829,OUTORST GY-Z D13-12,
2830,OUTORST IJ-G C11-0,
2831,OUTORST IL-A C28-1,18
2832,OUTORST MB-F C11-0,33
2833,OUTORST PE-H C10-0,33
2834,OUTORST SB-J B23-0,33
2835,OUTORST VW-I C23-1,33
2836,OUTORST YT-Z C13-1,
2837,OUTORST ZT-B B54-0,
2838,OUTORST ZY-D C26-0,
2839,OUTOTCH NA-H B10-0,
2840,OUTOTT YC-C B2,
2841,OUTOTZ AS-F B39-0,
2842,OUTOTZ BB-V C16-0,
2843,OUTOTZ CI-R C18-0,34
2844,OUTOTZ EH-T C17-1,
2845,OUTOTZ FU-D C13-0,34
2846,OUTOTZ HD-J D9-3,34
2847,OUTOTZ HS-J D9-2,34
2848,OUTOTZ IT-Z C13-2,34
2849,OUTOTZ JD-I C10-0,34
2850,OUTOTZ KD-K D8-13,34
2851,OUTOTZ LS-K D8-3,34
2852,OUTOTZ LZ-O C19-4,34
2853,OUTOTZ ND-J D9-5,
2854,OUTOTZ PI-K D8-0,34
2855,OUTOTZ PT-Q D5-0,34
2856,OUTOTZ SE-G D11-0,
2857,OUTOTZ XV-I B37-0,
2858,OUTOTZ XZ-G D10-1,
2859,P CARINAE,
2860,P VELORUM,18
2861,PALLAENI,18
2862,PARENAGO 2149,18
2863,PARROT'S HEAD SECTOR FB-X C1-7,18
2864,PARROT'S HEAD SECTOR IH-V C2-20,18
2865,PARROT'S HEAD SECTOR ND-R B5-4,18
2866,PATHAMON,
2867,PCYC 275,
2868,PEGASI SECTOR FR-M B7-2,18
2869,PENCIL SECTOR AF-Z B3,18
2870,PENCIL SECTOR AF-Z B7,18
2871,PENCIL SECTOR DL-Y D51,18
2872,PENCIL SECTOR DQ-Y C22,18
2873,PENCIL SECTOR EL-Y D5,18
2874,PENCIL SECTOR EL-Y D60,18
2875,PENCIL SECTOR GG-Y D101,18
2876,PENCIL SECTOR IR-W D1-144,
2877,PENCIL SECTOR JM-V B2-13,18
2878,PENCIL SECTOR JM-W D1-97,
2879,PENCIL SECTOR JR-W C1-4,18
2880,PENCIL SECTOR LR-W C1-16,18
2881,PENCIL SECTOR OC-U A3-2,
2882,PENCIL SECTOR PX-U B2-1,18
2883,PENCIL SECTOR VY-A B8,18
2884,PENCIL SECTOR XT-A B3,18
2885,PENCIL SECTOR YJ-A C12,
2886,PENCIL SECTOR ZJ-A C4,
2887,PENCIL SECTOR ZU-P B5-0,
2888,PERSEUS DARK REGION YL-L B8-0,18
2889,PHA FLAAE II-J D9-175,
2890,PHA FLEAU ND-K D8-81,
2891,PHA FLEE OO-O D7-59,
2892,PHA FLEE PO-O D7-6,
2893,PHA PHLAI DN-Y B0,31
2894,PHAA AIN BZ-Q C18-3,33
2895,PHAA AIN JH-F B27-2,
2896,PHAA AIN QU-F B28-0,
2897,PHAA AIN YK-G B27-1,
2898,PHAA AOC BW-V E2-3309,2
2899,PHAA AOC UC-N C9-278,2
2900,PHAA BRIAE PU-E D12-249,7
2901,PHAE PHLAI WY-R C4-2,
2902,PHEIA AUSCS QO-G D11-253,
2903,PHEIA BRIAE EL-Q C20-148,3
2904,PHEIA BRIAE VW-L C8-211,3
2905,PHI ANDROMEDAE,18
2906,PHIPOEA BG-O E6-2320,1
2907,PHIPOEA BS-T B46-9,1
2908,PHIPOEA CI-U C3-48,1
2909,PHIPOEA EQ-M C21-2530,1
2910,PHIPOEA HJ-D C27-5254,1
2911,PHIPOEA JW-V D2-4030,1
2912,PHIPOEA OI-B E6117,1
2913,PHIPOEA SP-Z C716,1
2914,PHIPOEA TQ-G B26-61,1
2915,PHIPOEA TZ-F D11-5496,1
2916,PHIPOEA WK-E D12-1374,1
2917,PHLEEDGAA ZP-O E6-3934,7
2918,PHLEEDGOE RO-Q E5-856,
2919,PHOI AESCS SK-E C25-0,
2920,PHOO AIL KQ-Y D8,
2921,PHOO AIL QG-Y D4,31
2922,PHOO AIL XC-Z C27-5,31
2923,PHOO AIL XS-U D2-3,31
2924,PHOOE AEB UV-U C16-3,
2925,PHOOE FLAAE GG-O C6-6,27
2926,PHRAA BLOO LX-U D2-16,
2927,PHRAA BLOO LX-U D2-2,
2928,PHRAA BYOE CY-A B58-10,7
2929,PHRAA BYOE NY-B C28-347,7
2930,PHRAA BYOE SB-B D14-1833,7
2931,PHRAA DRYOAE PI-B E0,41
2932,PHRAA EAEC HT-O D7-76,33
2933,PHRAA EAEC XJ-X D2-32,
2934,PHRAA FLYOO FR-T D4-3883,2
2935,PHRAA FLYUAE EM-C C29-1316,2
2936,PHRAA FLYUAE NX-F C520,
2937,PHRAA FLYUAE ZA-E C28-4359,2
2938,PHRAA HYPAI HU-B C2-5,34
2939,PHRAE FLYOU EW-L D8-1360,
2940,PHRAUPH CQ-X E1-6,20
2941,PHRAUPH DN-H D11-39,20
2942,PHRAUTCH KS-R D5-41,10
2943,PHREIA HYPOOE CO-I B0,31
2944,PHRIO HYPA EK-C D14-3,31
2945,PHROEA EAEC BL-O D6-3,
2946,PHROEA HYPA ZC-Y B48-0,
2947,PHROEA HYPAI BQ-E C28-4,34
2948,PHROEA HYPAI HT-F D12-21,34
2949,PHROEA HYPAI IU-R C7-8,34
2950,PHROEA HYPAI KG-F C14-16,34
2951,PHROEA HYPAI KG-N C23-6,34
2952,PHROEA HYPAI KR-C D18,34
2953,PHROEA HYPAI RD-Z D1-13,34
2954,PHROEA HYPAI ZP-V D3-40,34
2955,PHROEA PRAO TI-J C25-650,2
2956,PHROI BLUAE AM-C D13-3648,3
2957,PHROI BLUAE CX-A D14-2758,3
2958,PHROI BLUAE EH-C D13-559,3
2959,PHROI BLUAE GC-B D14-990,3
2960,PHROI BLUAE GR-M D7-2680,3
2961,PHROI BLUAE GY-O C20-171,3
2962,PHROI BLUAE IR-W F1-1530,3
2963,PHROI BLUAE IR-W F1-1666,3
2964,PHROI BLUAE JG-W D2-460,3
2965,PHROI BLUAE KX-K D8-371,3
2966,PHROI BLUAE OJ-H D10-1661,3
2967,PHROI BLUAE QI-T E3-0,3
2968,PHROI BLUAE QI-T E3-3454,3
2969,PHROI BYOE LK-X C2-345,3
2970,PHROI BYOE NT-Q E5-3353,7
2971,PHROI BYOE WF-D D13-864,7
2972,PHROI BYOE XX-U D2-429,3
2973,PHROI FLYUAE EA-U C5-2417,2
2974,PHROI FLYUAE FN-E C14-2586,2
2975,PHROI FLYUAE YP-M D8-3622,2
2976,PHROI PHOE UB-W C18-8,
2977,PHROI PRI LC-B D1-6200,1
2978,PHROI PRI MH-P C8-6420,1
2979,PHROI PRI QX-A D1-7940,1
2980,PHROI PRI RZ-M D8-7448,1
2981,PHROI PRUAE CT-S C20-3156,
2982,PHROI PRUAE JC-V E2-4262,4
2983,PHROOE BLOU RY-S D3-4,11
2984,PHUA AIHM FF-A D67,34
2985,PHUA AIHM PA-A D74,34
2986,PHUA AUB BN-D C12-4871,1
2987,PHUA AUB DC-R C19-5000,1
2988,PHUA AUB FS-N C6-2864,1
2989,PHUA AUB FV-W D2-2756,1
2990,PHUA AUB GZ-D D13-1159,1
2991,PHUA AUB MX-U E2-7396,1
2992,PHUA AUB OX-A C27-6864,1
2993,PHUA AUB PA-A D1339,1
2994,PHUA AUB SJ-R E4-8234,1
2995,PHUA AUB YE-A C29-2031,1
2996,PHUA AUB ZQ-P C5-605,1
2997,PHUA AUDST DK-I D9-141,1
2998,PHUA AUDST ER-N E6-4644,1
2999,PHYLUWYG XL-W C2-4,18
3000,PLAA AESCS FA-H B10-6,18
3001,PLAA AESCS FQ-Y D121,18
3002,PLAA AESCS GI-Z B14-10,
3003,PLAA AESCS HG-Y D218,18
3004,PLAA AESCS IC-X B1-7,18
3005,PLAA AESCS KR-N C6-76,18
3006,PLAA AESCS MA-P B47-11,18
3007,PLAA AESCS NL-Y C16,18
3008,PLAA AESCS QW-W C1-20,18
3009,PLAA AESCS SL-Y C11,18
3010,PLAA AESCS SS-U C2-74,18
3011,PLAA AESCS TC-V C2-11,18
3012,PLAA AESCS TL-Y C10,18
3013,PLAA AESCS WJ-L B35-13,18
3014,PLAA AESCS YD-S B4-2,18
3015,PLAA AIN GG-I B37-13,9
3016,PLAA AIN HE-A C1-0,
3017,PLAA BRIAE KS-A D1-1,24
3018,PLAA EURK JH-X B43-0,18
3019,PLAA EURK MJ-G C24-13,18
3020,PLAA EURK TD-D B41-1,18
3021,PLAA FREE MR-W E1-35,13
3022,PLAA TRUA ND-H C24-0,18
3023,PLEIADES SECTOR AV-Y C5,18
3024,PLEIADES SECTOR AV-Y C7,18
3025,PLEIADES SECTOR BB-W B2-2,18
3026,PLEIADES SECTOR BG-X C1-10,18
3027,PLEIADES SECTOR BG-X C1-14,18
3028,PLEIADES SECTOR BQ-X B1-1,18
3029,PLEIADES SECTOR CB-N B7-0,
3030,PLEIADES SECTOR CG-X C1-11,18
3031,PLEIADES SECTOR CG-X C1-12,18
3032,PLEIADES SECTOR CL-Y D14,18
3033,PLEIADES SECTOR CL-Y D43,
3034,PLEIADES SECTOR CQ-P B5-0,
3035,PLEIADES SECTOR DB-X C1-10,18
3036,PLEIADES SECTOR DG-O B6-0,18
3037,PLEIADES SECTOR DG-X C1-11,18
3038,PLEIADES SECTOR DG-X C1-14,18
3039,PLEIADES SECTOR DL-Y D46,18
3040,PLEIADES SECTOR DQ-Y C4,18
3041,PLEIADES SECTOR DW-M B7-0,18
3042,PLEIADES SECTOR EA-Z B1,
3043,PLEIADES SECTOR EB-X C1-2,18
3044,PLEIADES SECTOR EC-U B3-0,
3045,PLEIADES SECTOR EH-U B3-2,
3046,PLEIADES SECTOR EL-Y D23,18
3047,PLEIADES SECTOR EL-Y D24,18
3048,PLEIADES SECTOR EL-Y D29,18
3049,PLEIADES SECTOR EL-Y D61,18
3050,PLEIADES SECTOR FB-X C1-10,
3051,PLEIADES SECTOR FB-X C1-3,18
3052,PLEIADES SECTOR FG-Y D32,18
3053,PLEIADES SECTOR FM-V C2-7,18
3054,PLEIADES SECTOR FR-V C2-2,
3055,PLEIADES SECTOR FR-V C2-7,18
3056,PLEIADES SECTOR FW-W D1-37,18
3057,PLEIADES SECTOR GG-Y D33,
3058,PLEIADES SECTOR GH-L B8-0,18
3059,PLEIADES SECTOR GM-V B2-1,18
3060,PLEIADES SECTOR GM-V C2-3,18
3061,PLEIADES SECTOR GW-W C1-15,18
3062,PLEIADES SECTOR GW-W D1-54,
3063,PLEIADES SECTOR GW-W D1-65,
3064,PLEIADES SECTOR HH-V C2-13,
3065,PLEIADES SECTOR HH-V C2-6,
3066,PLEIADES SECTOR HM-M B7-1,
3067,PLEIADES SECTOR HM-V B2-0,18
3068,PLEIADES SECTOR HM-V C2-10,
3069,PLEIADES SECTOR HR-W D1-16,18
3070,PLEIADES SECTOR HR-W D1-26,
3071,PLEIADES SECTOR HR-W D1-66,
3072,PLEIADES SECTOR IH-V C2-16,18
3073,PLEIADES SECTOR IH-V C2-3,
3074,PLEIADES SECTOR IH-V C2-5,18
3075,PLEIADES SECTOR IM-V C2-16,18
3076,PLEIADES SECTOR IR-W C1-1,18
3077,PLEIADES SECTOR IR-W D1-37,
3078,PLEIADES SECTOR IR-W D1-38,18
3079,PLEIADES SECTOR IR-W D1-61,18
3080,PLEIADES SECTOR IR-W D1-76,18
3081,PLEIADES SECTOR IX-S B4-1,
3082,PLEIADES SECTOR IX-S B4-4,
3083,PLEIADES SECTOR JC-U B3-2,18
3084,PLEIADES SECTOR JC-V C2-9,
3085,PLEIADES SECTOR JM-W D1-52,18
3086,PLEIADES SECTOR JS-T C3-17,
3087,PLEIADES SECTOR KC-V C2-4,18
3088,PLEIADES SECTOR KH-V C2-1,18
3089,PLEIADES SECTOR KH-V C2-3,18
3090,PLEIADES SECTOR KH-V C2-7,18
3091,PLEIADES SECTOR KM-W D1-40,
3092,PLEIADES SECTOR KS-S B4-1,
3093,PLEIADES SECTOR KT-Q B5-3,
3094,PLEIADES SECTOR LC-V C2-9,18
3095,PLEIADES SECTOR LN-S B4-3,18
3096,PLEIADES SECTOR LN-T C3-11,
3097,PLEIADES SECTOR LN-T C3-4,18
3098,PLEIADES SECTOR LN-T C3-7,18
3099,PLEIADES SECTOR LS-T C3-2,18
3100,PLEIADES SECTOR LX-U C2-2,
3101,PLEIADES SECTOR LY-Q B5-2,18
3102,PLEIADES SECTOR MC-V C2-0,18
3103,PLEIADES SECTOR MC-V C2-6,18
3104,PLEIADES SECTOR MC-V C2-8,18
3105,PLEIADES SECTOR MM-V B2-2,
3106,PLEIADES SECTOR MN-T C3-6,18
3107,PLEIADES SECTOR MN-T C3-9,18
3108,PLEIADES SECTOR MS-T B3-1,
3109,PLEIADES SECTOR MX-U C2-1,18
3110,PLEIADES SECTOR MX-U D2-54,
3111,PLEIADES SECTOR MX-U D2-63,18
3112,PLEIADES SECTOR NN-T C3-15,18
3113,PLEIADES SECTOR OD-S B4-1,18
3114,PLEIADES SECTOR OI-T C3-7,18
3115,PLEIADES SECTOR ON-S B4-2,18
3116,PLEIADES SECTOR ON-S B4-3,18
3117,PLEIADES SECTOR OS-U C2-6,
3118,PLEIADES SECTOR OS-U C2-7,18
3119,PLEIADES SECTOR OY-R C4-19,
3120,PLEIADES SECTOR PD-S B4-0,18
3121,PLEIADES SECTOR PI-T C3-9,18
3122,PLEIADES SECTOR PN-S B4-1,
3123,PLEIADES SECTOR PN-T B3-0,18
3124,PLEIADES SECTOR PX-U B2-0,
3125,PLEIADES SECTOR QD-T C3-3,18
3126,PLEIADES SECTOR QI-T C3-10,18
3127,PLEIADES SECTOR QJ-Q B5-2,
3128,PLEIADES SECTOR QT-R B4-0,18
3129,PLEIADES SECTOR RI-T B3-0,
3130,PLEIADES SECTOR RO-Q B5-0,18
3131,PLEIADES SECTOR SE-P B6-0,
3132,PLEIADES SECTOR SI-T B3-0,18
3133,PLEIADES SECTOR SO-R C4-12,18
3134,PLEIADES SECTOR SP-N B7-0,
3135,PLEIADES SECTOR SU-O B6-1,18
3136,PLEIADES SECTOR UK-N B7-3,
3137,PLEIADES SECTOR UT-Z B1,18
3138,PLEIADES SECTOR UZ-X B1-2,18
3139,PLEIADES SECTOR VF-N B7-0,
3140,PLEIADES SECTOR VK-N B7-0,
3141,PLEIADES SECTOR WE-Q B5-2,18
3142,PLEIADES SECTOR WK-O B6-1,18
3143,PLEIADES SECTOR XE-Q B5-2,
3144,PLEIADES SECTOR XO-A C9,18
3145,PLEIADES SECTOR XU-P B5-1,
3146,PLEIADES SECTOR XZ-Y C3,18
3147,PLEIADES SECTOR YZ-Y C9,18
3148,PLEIADES SECTOR ZE-A D40,18
3149,PLEIADES SECTOR ZE-A D9,18
3150,PLEIADES SECTOR ZE-Z B1,
3151,PLEIADES SECTOR ZF-N B7-0,
3152,PLEIADES SECTOR ZK-W B2-1,18
3153,PLEIADES SECTOR ZP-P B5-0,18
3154,PLEIADES SECTOR ZU-O B6-3,
3155,PLEIADES SECTOR ZU-Y C1,18
3156,PLEIADES SECTOR ZZ-Y C14,
3157,PLEIONE,18
3158,PLIELE XE-T C6-29,19
3159,PLIO AUWSY NJ-G D11-16,
3160,PLIO EURL QE-H D10-37,18
3161,PLIPOE NX-X C16-0,1
3162,PLOADAEA RU-W D2-0,16
3163,PLOEA AIP IG-Y D47,
3164,PLOEA AIP RX-S C20-1,
3165,PLOEA BROU QX-L D7-215,24
3166,PLOEA THEIA BK-A C6,34
3167,PLOEA THEIA OS-U D2-26,34
3168,PLOI AEG TV-S C18-0,18
3169,PLOI AEWSY KM-W F1-3,18
3170,PLOI AEWSY OJ-Q E5-1,18
3171,PLOI AIM AM-M D7-397,9
3172,PLOI AIM EL-P C5-70,9
3173,PLOI AIM HH-M C7-75,9
3174,PLOI AIM IL-Y D228,9
3175,PLOI AIM JI-K C8-78,9
3176,PLOI AIM KN-K C8-69,9
3177,PLOI AIM LM-W D1-102,9
3178,PLOI AIM QY-S D3-188,9
3179,PLOI AIM SY-S D3-19,9
3180,PLOI BRIAE IP-Z C13-36,24
3181,PLOI BRIAE LA-A D103,24
3182,PLOI BRIAE LW-E D11-107,24
3183,PLOI BRIAE PK-I C9-32,24
3184,PLOI THUA BL-P E5-2,34
3185,PLOI THUA CO-E C26-0,34
3186,PLOI THUA MA-W B44-0,
3187,PLOI THUA TP-E C25-0,34
3188,PLOI THUA WU-G D10-10,34
3189,PLOOE THOI BC-D D12-11,
3190,PLOXAO AE-A C17-0,24
3191,PLUA AOB XO-A E5,15
3192,PRA PRI PA-A D1,12
3193,PRAE BLOU QW-Y B31-0,24
3194,PRAE DRYE XX-Z B33-4,18
3195,PRAE FLYUAE VY-K B50-2,7
3196,PRAE PRUAE AX-A D14-26,13
3197,PRAEA EUQ AI-X B1-7,
3198,PRAEA EUQ AM-Y C29,
3199,PRAEA EUQ AT-J B50-1,18
3200,PRAEA EUQ BF-A D93,18
3201,PRAEA EUQ CM-L C21-30,18
3202,PRAEA EUQ DJ-W B7-0,18
3203,PRAEA EUQ EH-D D12-22,18
3204,PRAEA EUQ FQ-P C5-17,18
3205,PRAEA EUQ HF-S B45-3,18
3206,PRAEA EUQ JI-B D13-104,18
3207,PRAEA EUQ JW-F B52-4,18
3208,PRAEA EUQ KP-M D8-0,18
3209,PRAEA EUQ KT-Z D13-59,18
3210,PRAEA EUQ LH-D C12-4,18
3211,PRAEA EUQ LZ-S C3-21,
3212,PRAEA EUQ MM-W D1-75,18
3213,PRAEA EUQ MU-E C25-2,18
3214,PRAEA EUQ NF-R B4-8,18
3215,PRAEA EUQ NG-Y D80,
3216,PRAEA EUQ OC-F B39-1,
3217,PRAEA EUQ OR-W B1-5,18
3218,PRAEA EUQ QM-F B11-3,18
3219,PRAEA EUQ RE-K B8-7,18
3220,PRAEA EUQ TF-K B36-4,18
3221,PRAEA EUQ UG-S D5-0,18
3222,PRAEA EUQ VH-V D2-46,18
3223,PRAEA EUQ VK-N C20-11,18
3224,PRAEA EUQ XE-R E4-17,18
3225,PRAEA EUQ XF-A C5,18
3226,PRAEA EUQ ZC-Z C27-11,18
3227,PRAEA EUQ ZL-Y C11,
3228,PRAEA EUQ ZL-Y C14,
3229,PRAEA EUQ ZL-Y C3,
3230,PRAEA EUQ ZW-H B37-7,18
3231,PRAEI AEDST YS-P C19-0,
3232,PRAEI AIL CF-A C3,
3233,PRAEI FLEE LY-V B33-0,15
3234,PRAI EON PF-E B58-4,33
3235,PRAI HYPOO AN-E B2-0,
3236,PRAI HYPOO GF-E C10,17
3237,PRAI HYPOO HF-E C12,
3238,PRAI HYPOO HF-E C7,
3239,PRAI HYPOO JQ-C C1-5,
3240,PRAI HYPOO KV-D C7,
3241,PRAI HYPOO MA-H B1-2,
3242,PRAI HYPOO PC-C D50,17
3243,PRAI HYPOO QC-C D19,
3244,PRAI HYPOO QC-C D20,
3245,PRAI HYPOO QC-C D31,17
3246,PRAI HYPOO QC-C D32,
3247,PRAI HYPOO SX-B D10,17
3248,PRAI HYPOO SX-B D23,17
3249,PRAI HYPOO SX-B D35,
3250,PRAI HYPOO SX-B D36,
3251,PRAI HYPOO SX-B D39,
3252,PRAI HYPOO SX-B D46,
3253,PRAI HYPOO VG-G B1-1,
3254,PRAI HYPOO VR-E B2-3,
3255,PRAI HYPOO WD-A D1-41,
3256,PRAI HYPOO WD-A D1-6,
3257,PRAI HYPOO WH-D B3-4,
3258,PRAI HYPOO YM-E B2-2,
3259,PREAE AEC LP-Y B14-4,19
3260,PREAE AIHM HS-A D1-3,
3261,PREAE AIN KN-Z C1-1,9
3262,PREAE AIN KU-R B7-7,9
3263,PREAE AIN LR-Y B36,9
3264,PREAE AIN QI-B D82,9
3265,PREAE AIN SV-P B8-5,9
3266,PREAE AIN TE-Y D1-122,9
3267,PREAE AIN VU-V C3-23,9
3268,PREAE AIN WZ-X D1-5,
3269,PREAE AIN XU-X D1-47,9
3270,PREAE AIN YP-X D1-96,9
3271,PREAE AIN YU-X D1-8,9
3272,PREAE AIP PI-B E1,
3273,PREAE CHROA BN-Z C27-8,24
3274,PREIA BYOEA QO-R D4-0,24
3275,PREIA PHIO WA-M D8-24,
3276,PREIA PHOE AY-V B20-3,9
3277,PREIA PHOE FX-A D1-865,9
3278,PREIA PHOE ND-Z D1-702,9
3279,PREIA PHOE OL-J D10-1917,9
3280,PREIA PHOE SZ-O E6-6315,9
3281,PREIA PHOEA UQ-T D4-44,10
3282,PREIA PRI CF-R D4-5,13
3283,PREIA PRI KA-A D0,7
3284,PREIA PRI LZ-S C3-0,13
3285,PREIA PRI UF-A C1,7
3286,PREIA PRI VD-T E3-1,13
3287,PREOU AIL JG-N C20-45,
3288,PREOU THUA LK-G B27-0,
3289,PRIA CHREA UL-P C5-2,
3290,PRIA CHRIE UW-A C14-0,25
3291,PRIA FRAAE WP-V D3-7,14
3292,PRIELAEI KA-P C19-94,9
3293,PRIELAEI MY-P B20-6,18
3294,PRIELAEI QJ-I B39-1,9
3295,PRIELAEI RW-H B38-1,9
3296,PRIELAEI RY-H D10-73,9
3297,PRIELAEI SK-E B42-3,9
3298,PRIELAEI XH-X B46-1,9
3299,PRIELEA GA-C C2-0,18
3300,PRIELEA ND-Q D6-18,18
3301,PRIELUIA EA-A E42,18
3302,PRO AEC ZU-N D7-7,
3303,PRO AUWSY PS-S D4-9,
3304,PRO AUWSY QY-E C13-0,
3305,PRO EUR RY-I C9-7,
3306,PRO EUR SB-U B30-11,35
3307,PRO EUR XO-Z C13-42,35
3308,PRO EURL DG-M D8-1,
3309,PRO EURL FF-Q D5-16,18
3310,PRO EURL GL-O D6-18,18
3311,PRO EURL HM-K D9-6,
3312,PRO THAA TS-U B57-3,33
3313,PRO THAA XY-S D3-0,33
3314,PROO BLE CL-Y G0,26
3315,PROOE DRYEIA AC-T D4-0,18
3316,PROOE DRYEIA AH-T D4-0,18
3317,PROOE DRYEIA CC-T D4-0,18
3318,PROOE DRYEIA GC-U D3-0,
3319,PROOE DRYEIA ID-R D5-0,18
3320,PROOE DRYEIA JI-A D1-1,18
3321,PROOE DRYEIA SU-W D2-1,18
3322,PROOE DRYEIA WK-W D2-0,18
3323,PROOE DRYEIA XP-X D1-0,18
3324,PROOE FLYI EH-E C27-5,7
3325,PROOE FLYUAE FQ-Y E662,7
3326,PROOE HYPA CJ-R C21-38,9
3327,PROOE PHIO GP-W C3-5,
3328,PROYAA AW-E D11-9,24
3329,PROYAA CV-X B14-2,24
3330,PROYAA GJ-G C24-4,24
3331,PROYAA HI-C B54-1,24
3332,PROYAA QI-P B33-2,24
3333,PROYAA QM-W C1-16,24
3334,PROYAA SD-K C8-6,24
3335,PROYAA ZY-S C3-1,24
3336,PRU AED BP-A D36,19
3337,PRU AED GG-O D6-36,19
3338,PRU AED KW-M C7-8,19
3339,PRU AED NR-S B18-1,19
3340,PRU AED VO-N B21-2,19
3341,PRU AED VT-R D4-17,19
3342,PRU AED XO-R D4-50,19
3343,PRU AED ZZ-F C11-9,19
3344,PRU AERB QX-U D2-1,18
3345,PRU AESCS AF-Y C14-44,18
3346,PRU AESCS AK-W B29-14,18
3347,PRU AESCS AL-U B30-6,18
3348,PRU AESCS DL-W C15-48,18
3349,PRU AESCS EL-W C15-25,18
3350,PRU AESCS MO-Z D13-93,9
3351,PRU AESCS MX-C B54-5,9
3352,PRU AESCS MX-T B58-13,9
3353,PRU AESCS NC-M D7-192,18
3354,PRU AESCS NC-M D7-201,18
3355,PRU AESCS NC-M D7-51,18
3356,PRU AESCS NC-M D7-71,18
3357,PRU AESCS NC-M D7-88,18
3358,PRU AESCS NC-M D7-96,18
3359,PRU AESCS NY-Q C18-40,18
3360,PRU AESCS OX-L D7-297,18
3361,PRU AESCS PV-Q B46-5,18
3362,PRU AESCS QG-Z B31-1,18
3363,PRU AESCS QI-T E3-22,18
3364,PRU AESCS WT-Y C14-23,18
3365,PRU AIM PN-S D4-80,9
3366,PRU AIN BG-E D12-46,9
3367,PRU AUB DL-P E5-35,13
3368,PRU EUQ JX-I D10-1,18
3369,PRU EUQ KC-H B51-3,
3370,PRU EUQ LM-T D4-1,18
3371,PRU EUQ LS-A D14-9,18
3372,PRU EUQ LZ-W B42-8,18
3373,PRU EUQ MT-T C19-0,18
3374,PRU EUQ XV-E C11-7,
3375,PRU EURK EC-B D14-9,18
3376,PRU EURK KZ-E C25-9,
3377,PRU EURK TF-P B35-0,18
3378,PRU EURK UD-B C29-1,18
3379,PRU EURK VP-O E6-1,18
3380,PRUA DRYOAE FW-U D3-5,
3381,PRUA DRYOAE GH-C C29-3,
3382,PRUA DRYOAE ME-C B5-2,
3383,PRUA DRYOU OB-D C29-16,
3384,PRUA DRYOU OV-Y C3-1,35
3385,PRUA DRYOU UV-S B51-1,
3386,PRUA HYPAI FR-F B58-10,10
3387,PRUA PHIO ZL-T D4-56,10
3388,PRUA PHOE AB-R C7-68,9
3389,PRUA PHOE AF-Z E45,9
3390,PRUA PHOE BC-P C21-1,9
